y_pred,opt_pred
0.0498511,0.050833814
0.04714513,0.04883344
0.047716476,0.049715105
0.05136683,0.053714104
0.042463966,0.042979226
0.043382075,0.04516276
0.047175013,0.048173126
0.048237763,0.04829636
0.051064115,0.05072521
0.052187607,0.051548157
0.048861295,0.04820266
0.043808483,0.04423908
0.05020635,0.0496147
0.047898352,0.048543435
0.042662233,0.043443095
0.047295332,0.049337402
0.039514106,0.039780978
0.04683041,0.046314206
0.04965427,0.04709365
0.050291505,0.04992461
0.04891894,0.047403168
0.0428034,0.0397198
0.0471785,0.04840319
0.03984891,0.039683428
0.051029257,0.05036595
0.03918375,0.039348837
0.04249234,0.043931365
0.045637865,0.047913544
0.054449096,0.05017025
0.047471378,0.047214836
0.04831916,0.04780675
0.050561283,0.050418254
0.050652057,0.05014026
0.05109468,0.05055
0.042782266,0.040668767
0.052295845,0.05014284
0.05134083,0.050314628
0.046109233,0.04687674
0.041650724,0.040411107
0.044125278,0.044043902
0.05046831,0.04997333
0.035822764,0.035392936
0.04830718,0.047837354
0.04988751,0.050270386
0.05021284,0.048194155
0.04575936,0.04509724
0.05092607,0.051486537
0.043682184,0.044767287
0.047211282,0.047167562
0.03485386,0.038323753
0.04997298,0.04965683
0.04999303,0.04967332
0.043580342,0.044247735
0.050405413,0.04884023
0.039626222,0.040153325
0.047777507,0.050141882
0.043083463,0.04313511
0.038273823,0.036930364
0.042444274,0.04113582
0.04831018,0.048264146
0.047818296,0.04644809
0.05207409,0.051217098
0.048113033,0.046843752
0.04855166,0.04812202
0.04825763,0.046978742
0.052481756,0.05225199
0.048712358,0.04826912
0.03672153,0.034877744
0.04910175,0.048755407
0.06643998,0.05903358
0.052561637,0.052083265
0.048447084,0.04745472
0.044466794,0.040573563
0.044136204,0.044807043
0.051801346,0.05068902
0.048408534,0.050559253
0.046474356,0.04635501
0.04916189,0.04744739
0.047848552,0.04790911
0.04579048,0.044666614
0.05430633,0.050907943
0.048996165,0.05388117
0.04845446,0.049381297
0.040833294,0.037118923
0.03701124,0.038568784
0.043384757,0.043779533
0.05123952,0.04998214
0.050423637,0.04524311
0.03888582,0.035753712
0.07670066,0.06527648
0.048718013,0.049004395
0.042379126,0.04379561
0.04101374,0.040321022
0.04492315,0.045189764
0.049019024,0.04939099
0.04876569,0.04793908
0.0455044,0.045401804
0.041312817,0.041784707
0.042221107,0.044435214
0.0437944,0.044345547
0.05366551,0.049697828
0.048732404,0.047841094
0.042483035,0.038089637
0.051862866,0.050201923
0.043384563,0.049812257
0.051930904,0.048359457
0.042177394,0.04041655
0.040411636,0.041231133
0.044843268,0.047069658
0.048627727,0.04807877
0.05032979,0.050373696
0.044038575,0.044266906
0.042528242,0.043749508
0.049152594,0.048202336
0.050537504,0.050640717
0.04431868,0.044302147
0.0511921,0.04997846
0.04795757,0.047873933
0.044124924,0.045085568
0.040740483,0.040754553
0.047235195,0.04165975
0.050880667,0.050502684
0.04679102,0.04603322
0.042458132,0.04144156
0.04713952,0.045929737
0.040753983,0.043711223
0.042422462,0.04152945
0.04430189,0.046631657
0.046366196,0.043340135
0.0465449,0.047144152
0.040874258,0.042651262
0.05071959,0.052360665
0.06112932,0.062209476
0.038833905,0.03515722
0.052516297,0.051189806
0.04158621,0.04002052
0.04411843,0.04459973
0.051658727,0.051184665
0.036903705,0.03291556
0.045498665,0.047696177
0.05012735,0.04907647
0.044612058,0.04771107
0.04893124,0.048190355
0.042827424,0.041700184
0.051910598,0.051407207
0.051284514,0.050440606
0.050429936,0.050742477
0.050218996,0.04855541
0.043243445,0.041695043
0.05215864,0.04817632
0.05038187,0.048638005
0.09952647,0.09285017
0.0492743,0.048602182
0.043514896,0.041700967
0.049016558,0.048591256
0.04881469,0.048347555
0.03790267,0.036768537
0.049008504,0.048147395
0.043371275,0.042517163
0.067199595,0.065131515
0.042870123,0.04390005
0.049752105,0.05011603
0.048531383,0.04696611
0.03874948,0.037050087
0.043922402,0.04455386
0.049934722,0.04879674
0.05650641,0.050771337
0.050598342,0.049708042
0.05140079,0.051839296
0.04513928,0.04562031
0.047540396,0.05830852
0.053215366,0.052453727
0.048981324,0.05176529
0.040643375,0.040705025
0.040625434,0.039769173
0.04731208,0.04554551
0.050288938,0.049569014
0.05233971,0.053381782
0.039950565,0.037231952
0.050483648,0.049089905
0.04416069,0.04458849
0.04568387,0.044684168
0.04499257,0.045613565
0.05630082,0.05518422
0.048540283,0.049892433
0.04686012,0.045742944
0.04075735,0.036459036
0.04442444,0.04540996
0.04470787,0.04131739
0.051489867,0.053981934
0.040308304,0.038743712
0.04798384,0.04462387
0.046256404,0.046226937
0.055289403,0.052094184
0.046924546,0.04675902
0.05177495,0.052555356
0.05859066,0.052446596
0.048364695,0.048393216
0.053048722,0.050711
0.08793072,0.06928137
0.049173433,0.048791923
0.035963923,0.03596205
0.03560873,0.037380014
0.04066705,0.040697336
0.05089305,0.046233807
0.050062273,0.04533237
0.048481833,0.048114605
0.045769617,0.0464545
0.04481974,0.04588717
0.04288681,0.042487655
0.049362708,0.049115635
0.049278054,0.049333498
0.061216824,0.04972235
0.044485763,0.047755618
0.060851067,0.06733472
0.099007115,0.089890905
0.0605741,0.060322598
0.053335704,0.048971646
0.09118082,0.08211008
0.057296082,0.05721362
0.04778188,0.051008165
0.04230763,0.04029929
0.0824165,0.0730418
0.042488735,0.044017024
0.053022403,0.05041488
0.048369214,0.05010956
0.049508,0.048422106
0.05099623,0.05272272
0.035817888,0.0361938
0.040527064,0.040991046
0.048854142,0.049384695
0.048748534,0.045942582
0.0747578,0.07344029
0.045781814,0.041713517
0.044307794,0.04298842
0.04397024,0.04065829
0.053233266,0.04882366
0.049799792,0.04837737
0.05507653,0.050363827
0.049956877,0.048446245
0.052769493,0.05234632
0.04316389,0.04424878
0.049140435,0.048440926
0.08393116,0.0901419
0.04508622,0.04088588
0.051365066,0.04994539
0.048882764,0.04973591
0.0494005,0.048457846
0.055754386,0.05113755
0.07427888,0.07842719
0.07397265,0.06564215
0.03741145,0.037324797
0.043936387,0.040679175
0.046257008,0.048324924
0.05170533,0.04925787
0.050847642,0.04987213
0.04875147,0.04900674
0.050095294,0.050350416
0.064941734,0.05466588
0.047697105,0.045901887
0.043479905,0.04588483
0.05038252,0.050113246
0.06105604,0.07676906
0.055509903,0.051194753
0.051001422,0.0502505
0.059951603,0.057107616
0.057297334,0.052156325
0.04336418,0.045420032
0.041547917,0.041096
0.040853135,0.041984044
0.058458205,0.05578173
0.06307429,0.060138404
0.05046473,0.049478706
0.054026112,0.054995347
0.065919474,0.065106556
0.05099832,0.043371227
0.04451883,0.045204923
0.053660076,0.054482542
0.04703584,0.051952746
0.04959031,0.040840838
0.061895415,0.06230216
0.046742626,0.043768637
0.06509805,0.054124266
0.053389184,0.051114336
0.048016325,0.046684705
0.08564978,0.069403745
0.06781574,0.06422375
0.061046608,0.05571718
0.054881398,0.051199544
0.05134903,0.044273406
0.039261892,0.039830796
0.057443984,0.05394986
0.050996523,0.050912015
0.055030398,0.052735362
0.058166567,0.058175154
0.043139163,0.041035216
0.046233915,0.04569142
0.05275055,0.05266892
0.04924269,0.04487444
0.051589992,0.052167553
0.054078974,0.050228175
0.057572316,0.04934939
0.047013804,0.04569656
0.04670568,0.04399949
0.041163117,0.043000087
0.053703588,0.054947514
0.10163603,0.088635914
0.05410851,0.053883
0.096357085,0.09584325
0.054351464,0.05819897
0.060011927,0.061504204
0.07837658,0.07754563
0.054381482,0.05068979
0.055492822,0.051350046
0.04370067,0.050976913
0.04729129,0.047772516
0.051276434,0.052226778
0.048742443,0.050329436
0.063679315,0.05899927
0.08817987,0.07802405
0.067332715,0.05846636
0.101948895,0.086447224
0.04415462,0.0417566
0.04158032,0.044575572
0.053822875,0.054111484
0.0670603,0.07284569
0.052184597,0.053345777
0.043572806,0.04269151
0.05064471,0.052125823
0.043259416,0.044365026
0.04653581,0.047481038
0.06444373,0.06152892
0.05713447,0.058678187
0.05697151,0.05695127
0.044500668,0.045909606
0.04062265,0.048012197
0.058292102,0.058744356
0.056116708,0.05658967
0.04350004,0.04396373
0.07645107,0.08216301
0.04788673,0.04968438
0.04644422,0.05167063
0.044763997,0.04260891
0.05693686,0.05634887
0.043610927,0.04562621
0.06490469,0.0657387
0.046014544,0.048202153
0.0484839,0.05137185
0.045474306,0.044757493
0.12086754,0.10347303
0.046165023,0.04151673
0.046043668,0.051730596
0.06113576,0.059941057
0.04246393,0.059726395
0.043969475,0.04129592
0.08443092,0.07668084
0.062743574,0.0541114
0.047330737,0.045219522
0.05332928,0.05275829
0.06665328,0.064456716
0.06662819,0.057230882
0.049691744,0.049810655
0.04774138,0.051727965
0.044556927,0.04071375
0.0539112,0.051731385
0.043015495,0.04266737
0.07407562,0.058622535
0.097226664,0.09703245
0.05976934,0.05530648
0.055435356,0.05638783
0.055174116,0.05695743
0.054310508,0.0530286
0.060536448,0.06267912
0.07553496,0.07495367
0.08104916,0.087173484
0.05442291,0.056535274
0.07589825,0.078866385
0.054541618,0.058721296
0.060349543,0.068111345
0.10763436,0.09214915
0.08012492,0.069456026
0.059111685,0.05897256
0.047295276,0.045930624
0.056335554,0.054197922
0.05355168,0.054469883
0.058678374,0.054685246
0.04490822,0.042560264
0.06265752,0.07086921
0.07342736,0.06867497
0.054814428,0.05517019
0.0807894,0.07895831
0.097341575,0.08826992
0.08368334,0.08548808
0.08543515,0.09129905
0.053474445,0.051396556
0.057938892,0.053614967
0.05103215,0.047884874
0.06073199,0.061237197
0.05215945,0.05890291
0.05870234,0.0598395
0.062427785,0.058072243
0.04406088,0.050141495
0.0534291,0.057406567
0.06522311,0.067261234
0.056038566,0.054906227
0.059022807,0.048864964
0.08024567,0.07606518
0.06260014,0.05749612
0.06266959,0.06231266
0.065052085,0.06143162
0.08060798,0.07671083
0.051240027,0.04718728
0.04778898,0.045234106
0.099318266,0.108796805
0.06819109,0.06545168
0.06649468,0.06393643
0.08365248,0.079219766
0.049519543,0.06662036
0.0654046,0.06375199
0.09937651,0.09181235
0.1252824,0.096622884
0.04586652,0.045866318
0.057966735,0.0591298
0.053632356,0.049600415
0.06486263,0.0697971
0.056870524,0.057722893
0.052637387,0.050895996
0.04485857,0.0442903
0.075126596,0.06569878
0.07429155,0.0797774
0.06877881,0.05993267
0.07532122,0.07065768
0.052411478,0.04860798
0.04778489,0.047961943
0.07704164,0.079336904
0.042793106,0.04220467
0.10216447,0.10130106
0.06311972,0.0532551
0.050912093,0.04578803
0.06621951,0.06579563
0.077004395,0.09100098
0.054671455,0.051778127
0.08464442,0.07712691
0.057497825,0.06114181
0.049142316,0.06134356
0.079744205,0.087693065
0.055204164,0.052220065
0.09418981,0.083514825
0.05755839,0.072137184
0.045182247,0.04671082
0.0608825,0.061704364
0.061347608,0.074769035
0.06831601,0.07066685
0.051659092,0.052909497
0.054212287,0.06009621
0.06151383,0.06531689
0.051136184,0.051442243
0.05388102,0.058177236
0.080146715,0.08615589
0.061865333,0.05490367
0.1226307,0.110066466
0.05983305,0.0620845
0.081102185,0.07719012
0.14794312,0.1230309
0.12779811,0.1341379
0.06366964,0.06288212
0.0670848,0.070108555
0.069612466,0.060294334
0.07102652,0.069160305
0.06559801,0.07045618
0.060401887,0.063714564
0.051328734,0.052185405
0.050949436,0.052420832
0.08481426,0.076886036
0.063102946,0.05798392
0.08202794,0.07803291
0.08570644,0.08946681
0.07125935,0.06642995
0.048690878,0.053828605
0.07244797,0.06799232
0.08521328,0.08405631
0.057249773,0.059219733
0.058638297,0.05652985
0.09152943,0.09632605
0.06598189,0.072403565
0.054242834,0.0569643
0.05099602,0.054053433
0.051248983,0.059497178
0.0705583,0.098222435
0.09241684,0.10692501
0.05471581,0.06779165
0.073122576,0.07712436
0.1325975,0.14545588
0.08750509,0.09077888
0.046274785,0.04387884
0.07496085,0.08627917
0.123318754,0.12976766
0.09387822,0.11481506
0.05254793,0.054811962
0.10675769,0.11473038
0.11827361,0.11897176
0.06191134,0.0733376
0.06487142,0.061759047
