y_pred,opt_pred
0.08868317,0.06563768
0.06937941,0.05826543
0.072007425,0.07159949
0.05018316,0.05166692
0.06272071,0.06272193
0.09585047,0.09567976
0.059173007,0.062351543
0.07972849,0.08966358
0.0661656,0.055371452
0.06161919,0.067194015
0.062154304,0.061652113
0.116273835,0.11750035
0.06604985,0.066072635
0.06419845,0.065337524
0.053196393,0.051039483
0.1501313,0.13444048
0.056978084,0.061686564
0.07631291,0.06905076
0.06681957,0.06740515
0.063176945,0.066327095
0.060441922,0.062578574
0.0550086,0.055188432
0.06076291,0.06798319
0.06339062,0.06729902
0.10489127,0.09635478
0.07801577,0.07899683
0.06024596,0.063813716
0.06286609,0.06911504
0.06453615,0.06605153
0.04754356,0.055391647
0.11153735,0.11750319
0.06575264,0.062906355
0.13681033,0.124397315
0.06606417,0.06583565
0.05336787,0.05133216
0.064054675,0.061441176
0.05880776,0.05612818
0.09611438,0.07480147
0.126558,0.11419833
0.054704964,0.057654355
0.073786445,0.071358815
0.063125,0.06261345
0.053870182,0.050063018
0.071015105,0.0666576
0.05744629,0.061762225
0.0796735,0.08061814
0.04333624,0.048540518
0.0680732,0.06813944
0.099554084,0.083083555
0.079090096,0.07478031
0.054442808,0.056209784
0.07258887,0.070173435
0.073066175,0.07149545
0.076790445,0.07194905
0.07480107,0.06552932
0.07100286,0.07321246
0.135541,0.1328041
0.11594969,0.10872747
0.054633364,0.07489763
0.093154915,0.09481813
0.090051845,0.103339
0.06441675,0.06786373
0.059533924,0.06428814
0.0763725,0.07958303
0.06790483,0.070873916
0.058453634,0.063706554
0.14521295,0.12476422
0.05911164,0.053581554
0.055498835,0.058652934
0.07922441,0.08924599
0.06835686,0.061109107
0.14716907,0.14096928
0.06873598,0.075593196
0.050538942,0.046532948
0.07666342,0.06623689
0.053691044,0.055032153
0.13856478,0.12249238
0.053520273,0.04938513
0.07188979,0.065199815
0.05986543,0.054522455
0.1293769,0.13830152
0.054645974,0.0513109
0.05577975,0.050647344
0.11037768,0.09333604
0.048284195,0.049788594
0.06704122,0.06995275
0.051092,0.053834755
0.05376172,0.049671464
0.08223751,0.094484515
0.07814838,0.07836371
0.05468459,0.05340265
0.1374009,0.13960418
0.048944917,0.04847917
0.06439682,0.06326107
0.07064462,0.075067915
0.09219057,0.096552566
0.08404324,0.07580244
0.13146532,0.12061073
0.10178234,0.09883215
0.08463057,0.078552805
0.050966978,0.05245072
0.07607789,0.076829925
0.13971213,0.14060439
0.07805594,0.09120568
0.07768379,0.079538345
0.13402082,0.1128942
0.046393882,0.051899422
0.106643476,0.09081477
0.085367784,0.09225705
0.063069776,0.06719982
0.0582739,0.052341767
0.08538849,0.09407757
0.114989415,0.1054007
0.12610476,0.121405534
0.046620764,0.057443973
0.060027745,0.060312394
0.14383806,0.15034685
0.12315518,0.11783646
0.068198495,0.07617211
0.055077445,0.061251495
0.06735347,0.070255995
0.0675138,0.066732846
0.06186649,0.049382243
0.06539008,0.05125374
0.049565695,0.05846085
0.05812541,0.067179725
0.06047052,0.06001057
0.1306357,0.09519835
0.08973659,0.076120354
0.06473391,0.06801898
0.05344609,0.056361705
0.07921473,0.08327083
0.10375117,0.095795505
0.10656121,0.09958147
0.07016553,0.077213496
0.051302988,0.047416463
0.08008455,0.09482582
0.07754757,0.07412154
0.103450574,0.09854069
0.064828515,0.06410589
0.09877252,0.08666147
0.06754383,0.06589492
0.06815099,0.07774742
0.126475,0.13784926
0.06150987,0.060865887
0.049794767,0.053179704
0.05667596,0.052864745
0.0531567,0.046223436
0.11751196,0.10649951
0.06329996,0.074132286
0.14563528,0.1492053
0.14907816,0.12023009
0.07364446,0.066772014
0.06539977,0.06925316
0.05887697,0.07823184
0.043324433,0.056205522
0.120385945,0.117499165
0.14047877,0.14678448
0.14896773,0.13941476
0.05986118,0.06993538
0.13777906,0.14867412
0.068587646,0.059168994
0.098219,0.098521896
0.091504194,0.082060814
0.15236545,0.15112504
0.076096244,0.07740908
0.09201464,0.08081119
0.06858997,0.065613724
0.11151345,0.11908366
0.071004,0.07034929
0.06389132,0.06999586
0.046483245,0.058232687
0.12872821,0.13026826
0.16130434,0.1459144
0.07656293,0.07213985
0.119236775,0.09005419
0.032528684,0.043034934
0.073838755,0.073237985
0.09573796,0.0984185
0.0998079,0.09578753
0.1354869,0.13594818
0.13939157,0.13158315
0.054010246,0.05040853
0.062255614,0.0582275
0.14147411,0.15126704
0.06317272,0.059063673
0.12276892,0.11252615
0.0697077,0.07471528
0.06602727,0.064800486
0.102122724,0.07517221
0.08620228,0.075306624
0.057471097,0.05809733
0.10937687,0.0992707
0.060834616,0.05550479
0.116862066,0.09779968
0.07646127,0.0728895
0.14426564,0.14899583
0.067310825,0.06193118
0.12706414,0.1272773
0.12681024,0.13068503
0.13951515,0.14700861
0.10020363,0.08981752
0.12861907,0.12874904
0.0680335,0.08054898
0.08329435,0.09816665
0.08751811,0.093392804
0.1486975,0.15210663
0.14208706,0.12767361
0.1286625,0.12929842
0.086691804,0.09369528
0.06024889,0.059820347
0.14546153,0.15050887
0.11428329,0.10510982
0.05816792,0.06373637
0.07411726,0.0737081
0.06685658,0.062988915
0.058097836,0.072086684
0.0663689,0.07529915
0.10827703,0.11821314
0.076773115,0.07851222
0.07318494,0.06577246
0.079720564,0.082744725
0.14816663,0.14518028
0.08740712,0.08685481
0.06463881,0.07618804
0.07991837,0.069319606
0.07366179,0.0772003
0.1410327,0.13857603
0.062194437,0.05637774
0.1472743,0.1431159
0.07620356,0.06632462
0.06932227,0.08016107
0.06353154,0.06649597
0.06780568,0.071661256
0.11673576,0.122595385
0.14838001,0.15140896
0.14753824,0.15173024
0.13856898,0.1478345
0.122222885,0.124448024
0.074642584,0.07796019
0.13050814,0.11855144
0.085909404,0.078249656
0.15594524,0.15048634
0.09990368,0.10959087
0.11397003,0.13486366
0.06741741,0.0760979
0.077982016,0.079699405
0.1224208,0.12541941
0.15012051,0.14572996
0.14627396,0.14897148
0.058068603,0.06436493
0.070068166,0.074765585
0.07454499,0.072612956
0.15293421,0.15426983
0.14660732,0.1321406
0.05847452,0.05572079
0.15577957,0.154901
0.14440773,0.13372724
0.06925556,0.071935765
0.11943648,0.121820286
0.10693987,0.12059639
0.15249896,0.14189811
0.12986521,0.1411399
0.05888077,0.056785177
0.09517454,0.09680274
0.09999815,0.108654186
0.1440014,0.14820197
0.15586296,0.15114978
0.14420345,0.14923635
0.13926534,0.12679945
0.10669586,0.11630437
0.12557025,0.12548906
0.06232726,0.059961062
0.08149051,0.07478846
0.13818382,0.121337265
0.09712925,0.100206785
0.13338356,0.1272012
0.0789853,0.08730011
0.14149265,0.14966212
0.14074548,0.1447872
0.14568765,0.12890394
0.07481948,0.06253789
0.074401885,0.08294439
0.10918949,0.12070993
0.11863202,0.10921439
0.11898609,0.122656174
0.14257695,0.14950468
0.05675886,0.061038844
0.15219636,0.14877544
0.12360843,0.12198495
0.09658111,0.09654841
0.114470705,0.09773417
0.14496788,0.1277776
0.13856524,0.13513872
0.13845682,0.13637474
0.16015966,0.15340081
0.14259455,0.13570882
0.12960409,0.1382201
0.13606222,0.14572538
0.058410875,0.07289597
0.09261548,0.082972355
0.148762,0.15111989
0.1336821,0.12495685
0.14826784,0.1500885
0.14543448,0.14012665
0.10087714,0.12300907
0.12570266,0.13356563
0.06440368,0.077680945
0.07334752,0.08744768
0.13355595,0.13641484
0.14620169,0.14473648
0.10590579,0.111617394
0.12719676,0.13700436
0.056428492,0.06420162
0.102450855,0.10312926
0.061389588,0.06315629
0.14870977,0.14950144
0.07555843,0.08491377
0.14022206,0.1170794
0.12468785,0.13446702
0.14143041,0.14549746
0.15590276,0.14989956
0.14100696,0.14567256
0.148255,0.14820483
0.13314053,0.14143437
0.14557928,0.13837601
0.1500236,0.15323237
0.14817703,0.1489765
0.15435834,0.15208422
0.1316485,0.14007956
0.06363072,0.06259621
0.14884728,0.15264593
0.13876101,0.14033833
0.15901744,0.15014875
0.14676958,0.14559208
0.11274262,0.10627384
0.1437001,0.15226373
0.14667016,0.13538598
0.12152811,0.1261653
0.1513595,0.15047173
0.14779963,0.1445412
0.08439499,0.068498746
0.14598064,0.15010913
0.1276531,0.12555863
0.12011633,0.13111952
0.08334664,0.08354493
0.14888664,0.14849131
0.138083,0.13716385
0.13849159,0.14345977
0.14079487,0.1454755
0.12072838,0.12220166
0.14539964,0.13953544
0.14467718,0.15213732
0.10553549,0.103008024
0.09790047,0.10911145
0.15010075,0.13714288
0.13401856,0.13502969
0.1405318,0.1382677
0.15063465,0.14720112
0.14863282,0.1534959
0.14494807,0.14764802
0.15447012,0.14917314
0.14582783,0.14994565
0.08877083,0.078490205
0.13824046,0.13568945
0.14934199,0.15309335
0.14603561,0.15005198
0.15021518,0.14151676
0.13121326,0.1254447
0.14844353,0.13390703
0.1462484,0.14935336
0.14314228,0.14924857
0.10117014,0.107064515
0.1370943,0.1446389
0.14472505,0.14663804
0.13920856,0.14659405
0.08611185,0.09341239
0.14139737,0.14933541
0.13235973,0.14070305
0.14266862,0.15444957
0.12679929,0.13382202
0.15436973,0.13633329
0.055321973,0.049476393
0.055321973,0.049476393
0.055321973,0.049476393
0.055321973,0.049476393
0.055321973,0.049476393
